TreeOrder	Order	Family	Genus	ID	Repeat_BUSCOs	Accession	Tech_coarse	Tech_fine	Assembly_Length	Log10_Length	Contig_N50	Log10_N50	BUSCO_Single	BUSCO_Duplicate	BUSCO_Complete	BUSCO_Complete	BUSCO_Fragmented	BUSCO_Missing	"BUSCO_Sum (Single, Dup, Frag, Missing)"	LINEs_bases	LINEs_proportion	SINEs_bases	SINEs_proportion	LTRs_bases	LTRs_proportion	DNA_trans_bases	DNA_trans_proportion	tandem_repeats_bases	tandem_repeats_proportion	other_repeats_bases	other_repeats_proportion	unclassified_bases	unclassified_proportion	unclassified_prop_reps	all_repeats_bases	all_repeats_proportion	assembly_length	unique_low_repeat_bases	unique_low_repeat_proportion	TE_BUSCOs	empties																																					
414	Hymenoptera	Pteromalidae	Nasonia	263	8	GCA_009193385.2	long	pacb_oxford	297309692	8.47	7180486	6.86	97.4	0.7	98.1	0.981	0.5	1.4	100	17987542	0.0605	376610	0.0013	22068422	0.0742	24307421	0.0818	25596714	0.0861	11923593	0.0401	24493393	0.0824	0.193236126	126753695	0.426335563	297309692	170555997	0.573664437	YES	8																																					
415	Hymenoptera	Pteromalidae	Trichomalopsis	207	7	GCA_002249905.1	short	short	236426377	8.37	9965	4	96.7	0.9	97.6	0.976	1	1.4	100	9806913	0.0414	112548	0.0005	16844285	0.0712	12047614	0.0509	5596133	0.0236	3963695	0.0169	19907333	0.0842	0.291560694	68278521	0.288723304	236484274	168205753	0.711276696	YES	7																																					
416	Hymenoptera	Pteromalidae	Pteromalus	284	11	GCA_012977825.2	long	hi-c	338170873	8.53	98825	4.99	96.9	1	97.9	0.979	0.6	1.5	100	23340342	0.069	234398	0.0007	35946285	0.1063	27293240	0.0807	7663234	0.0226	8336783	0.0246	44364464	0.1312	0.301432545	147178746	0.435220055	338170873	190992127	0.564779945	YES	11																																					
417	Hymenoptera	Pteromalidae	Cecidostiba	171	1	GCA_900474305.1	none	none	185537488	8.27	87218	4.94	93	1.1	94.1	0.941	0.5	5.4	100	1727414	0.0093	17031	0.0001	3005914	0.0162	2393046	0.0129	4351873	0.0234	673375	0.0037	5629792	0.0304	0.316308082	17798445	0.095929104	185537488	167739043	0.904070896	YES	1																																					
418	Hymenoptera	Pteromalidae	Cecidostiba	257	3	GCA_900474235.1	none	none	287222439	8.46	3407	3.53	92	1	93	0.93	3.4	3.6	100	9156606	0.0319	170889	0.0006	23286165	0.0811	16114793	0.0561	8824101	0.0307	3821099	0.0135	32721751	0.1139	0.347750789	94095404	0.327604641	287222439	193127035	0.672395359	YES	3																																					
419	Hymenoptera	Eupelmidae	Eupelmus	295	5	GCA_900480035.1	none	none	376747980	8.58	17904	4.25	94	1	95	0.95	2.3	2.7	100	8809283	0.0234	450595	0.0012	14206410	0.0377	9527970	0.0253	14145195	0.0375	3671206	0.0097	58242131	0.1545	0.534072819	109052790	0.289458194	376747980	267695190	0.710541806	YES	5																																					
420	Hymenoptera	Eupelmidae	Eupelmus	276	4	GCA_900480025.1	none	none	314961079	8.5	28345	4.45	93.8	1	94.8	0.948	2.6	2.6	100	5201553	0.0165	212676	0.0007	9891885	0.0314	5408565	0.0172	8178696	0.026	2339481	0.0074	32551956	0.1033	0.510340236	63784812	0.202516489	314961079	251176267	0.797483511	YES	4																																					
421	Hymenoptera	Megastigmidae	Megastigmus	307	25	GCA_900490025.1	none	none	589959111	8.77	12960	4.11	92.8	2.4	95.2	0.952	2	2.8	100	32387907	0.0549	1047815	0.0018	39957089	0.0678	49748097	0.0843	15083238	0.0256	10446165	0.0177	135228655	0.2292	0.476326691	283898966	0.481218038	589959111	306060145	0.518781962	YES	25																																					
422	Hymenoptera	Megastigmidae	Megastigmus	306	35	GCA_900490015.1	none	none	577887951	8.76	7394	3.87	92.3	2.3	94.6	0.946	2.5	2.9	100	33604746	0.0581	1146124	0.002	38733256	0.067	56048972	0.097	22057241	0.0382	5729450	0.0099	113586951	0.1965	0.41928433	270906740	0.468787659	577887951	306981211	0.531212341	YES	35																																					
423	Hymenoptera	Torymidae	Torymus	300	7	GCA_900474315.1	none	none	410910949	8.61	9699	3.99	91.7	1.7	93.4	0.934	3.3	3.3	100	15188638	0.0369	486726	0.0012	16616547	0.0404	10599548	0.0258	8512188	0.0207	3608774	0.0089	83708659	0.2037	0.603431425	138721080	0.337594022	410910949	272189869	0.662405978	YES	7																																					
424	Hymenoptera	Torymidae	Torymus	290	0	GCA_900474355.1	none	none	363976237	8.56	4982	3.7	83.6	0.9	84.5	0.845	9.7	5.8	100	10597851	0.0291	352721	0.001	13477225	0.0371	9010504	0.0247	7961860	0.0219	2131094	0.0059	59201228	0.1627	0.576265912	102732483	0.282250522	363976237	261243754	0.717749478	NO	600																																					
425	Hymenoptera	Eurytomidae	Eurytoma	275	4	GCA_900480045.1	none	none	314665288	8.5	34678	4.54	93	1.2	94.2	0.942	2.9	2.9	100	6843085	0.0217	76991	0.0002	10592929	0.0337	9813917	0.0312	6817707	0.0217	2072787	0.0066	49851610	0.1584	0.579204998	86069026	0.273525645	314665288	228596262	0.726474355	YES	4																																					
426	Hymenoptera	Eurytomidae	Eurytoma	281	3	GCA_900475205.1	none	none	321460311	8.51	12988	4.11	92.2	1.1	93.3	0.933	3.1	3.6	100	5508609	0.0172	125756	0.0004	9344020	0.029	8513031	0.0264	6845434	0.0213	2254158	0.007	42917599	0.1335	0.568380225	75508607	0.234892472	321460311	245951704	0.765107528	YES	3																																					
427	Hymenoptera	Ormyridae	Ormyrus	240	3	GCA_900474385.1	none	none	266814119	8.43	30505	4.48	94.9	1.2	96.1	0.961	1.8	2.1	100	5397680	0.0202	257764	0.001	5774915	0.0216	5452781	0.0205	6495723	0.0242	2025149	0.0077	29227055	0.1095	0.534989642	54631067	0.204753284	266814119	212183052	0.795246716	YES	3																																					
428	Hymenoptera	Ormyridae	Ormyrus	232	2	GCA_900474335.1	none	none	259885974	8.41	22971	4.36	94.3	1.4	95.7	0.957	2	2.3	100	4462549	0.0172	219841	0.0008	5091739	0.0196	4295695	0.0165	6150317	0.0236	1230680	0.0047	18799445	0.0723	0.46706387	40250266	0.154876638	259885974	219635708	0.845123362	YES	2																																					
429	Hymenoptera	Agaonidae	Ceratosolen	250	7	GCA_000503995.1	short	short	277059195	8.44	74702	4.87	97.2	0.3	97.5	0.975	1	1.5	100	112282	0.0004	1274	0	1085296	0.0039	378998	0.0013	19510497	0.0704	134686	0.0004	6169504	0.0222	0.225225725	27392537	0.098868897	277059195	249666658	0.901131103	YES	7																																					
430	Hymenoptera	Agaonidae	Pleistodontes	304	6	GCA_903653215.1	none	none	510361104	8.71	7742	3.89	94.1	0.2	94.3	0.943	2.9	2.8	100	6157415	0.0121	294850	0.0006	8078228	0.0159	16317874	0.032	58334787	0.1143	431372	0.0008	40960034	0.0802	0.313690768	130574560	0.255847397	510361104	379786544	0.744152603	YES	6																																					
431	Hymenoptera	Encyrtidae	Copidosoma	305	23	GCA_000648655.2	short	short	553956141	8.74	40744	4.61	92.9	2.5	95.4	0.954	1.2	3.4	100	18128752	0.0327	207808	0.0004	40918068	0.0739	37261724	0.0673	9930160	0.018	19999910	0.036	116753734	0.2108	0.480072611	243200156	0.439024208	553956141	310755985	0.560975792	YES	23																																					
432	Hymenoptera	Trichogrammatidae	Trichogramma	206	14	GCA_902806795.1	none	none	235386796	8.37	556663	5.75	93.2	2.7	95.9	0.959	1	3.1	100	7688884	0.0327	64978	0.0003	9936260	0.0422	9398999	0.0399	6504937	0.0277	1176975	0.0049	36430826	0.1548	0.511655545	71201859	0.302488756	235386796	164184937	0.697511244	YES	14																																					
433	Hymenoptera	Trichogrammatidae	Trichogramma	186	5	GCA_902732785.1	none	none	213671129	8.33	27346	4.44	93.9	3.3	97.2	0.972	1	1.8	100	6962400	0.0326	21417	0.0001	3913874	0.0183	4397774	0.0206	6487934	0.0304	1480951	0.0069	34644518	0.1621	0.598259286	57908868	0.271018683	213671129	155762261	0.728981317	YES	5																																					
434	Hymenoptera	Trichogrammatidae	Trichogramma	170	6	GCA_000599845.3	short	short	187641947	8.27	573774	5.76	95.5	2.6	98.1	0.981	0.2	1.7	100	4325503	0.0231	76974	0.0004	3047192	0.0162	3582668	0.0191	5631070	0.0301	476160	0.0026	18012258	0.096	0.512413168	35151825	0.187334578	187641947	152490122	0.812665422	YES	6																																					
435	Hymenoptera	Cynipidae	Synergus	193	17	GCA_900474275.1	none	none	226414463	8.35	55627	4.75	96.1	1.5	97.6	0.976	1.7	0.7	100	727283	0.0032	1786	0	5226006	0.0231	23838827	0.1053	3978224	0.0175	1398758	0.0062	39775169	0.1757	0.530717328	74946053	0.331012657	226414463	151468410	0.668987343	YES	17																																					
436	Hymenoptera	Cynipidae	Synergus	211	21	GCA_900474325.1	none	none	235334141	8.37	42371	4.63	96	0.9	96.9	0.969	1.6	1.5	100	962957	0.0041	123705	0.0005	5293203	0.0225	26878642	0.1142	4054409	0.0171	1753827	0.0074	42960984	0.1826	0.523737346	82027727	0.34855855	235334141	153306414	0.65144145	YES	21																																					
437	Hymenoptera	Cynipidae	Synergus	246	47	GCA_904066015.1	none	none	276059795	8.44	28940	4.46	94.3	1.4	95.7	0.957	2.5	1.8	100	734843	0.0027	98273	0.0004	6636737	0.0241	34522106	0.1251	4397757	0.0159	2199116	0.008	54339274	0.1968	0.527934265	102928106	0.372847143	276059795	173131689	0.627152857	YES	47																																					
438	Hymenoptera	Cynipidae	Synergus	238	43	GCA_904066005.1	none	none	266041981	8.42	26320	4.42	93.9	0.9	94.8	0.948	3.2	2	100	1404552	0.0053	243226	0.0009	4201475	0.0158	29438365	0.1107	4148232	0.0156	3807491	0.0144	50309315	0.1891	0.537764689	93552656	0.351646216	266041981	172489325	0.648353784	YES	43																																					
439	Hymenoptera	Cynipidae	Belonocnema	314	178	GCA_010883055.1	short	short	1538686255	9.19	19588	4.29	94.7	0.4	95.1	0.951	2.9	2	100	137699040	0.0895	3948878	0.0026	38646169	0.0251	179819391	0.1169	16683935	0.0108	94473662	0.0614	649953044	0.4224	0.579681647	1121224119	0.728689241	1538686255	417462136	0.271310759	YES	178																																					
440	Hymenoptera	Cynipidae	Andricus	312	0	GCA_010014905.1	short	short	1336778427	9.13	44534	4.65	73.7	0.5	74.2	0.742	16.8	9	100	96241791	0.0719	3021993	0.0023	35451163	0.0265	114582433	0.0857	15480013	0.0116	17345598	0.013	630078945	0.4714	0.690723096	912201936	0.682388283	1336778427	424576491	0.317611717	NO	600																																					
441	Hymenoptera	Cynipidae	Andricus	313	0	GCA_011634705.1	short	short	1412754889	9.15	50606	4.7	67.8	0.7	68.5	0.685	20	11.5	100	101461849	0.0718	952264	0.0007	41132080	0.0291	151988246	0.1075	16437441	0.0116	153620849	0.1087	572584082	0.4053	0.551528483	1038176811	0.734859825	1412754889	374578078	0.265140175	NO	600																																					
442	Hymenoptera	Cynipidae	Callirhytis	311	0	GCA_011762715.1	short	short	1117281825	9.05	22387	4.35	77.5	0.7	78.2	0.782	13.5	8.3	100	106061452	0.0949	5605800	0.005	25263410	0.0227	84718384	0.0759	11814645	0.0105	24377537	0.0218	483663333	0.4329	0.652272904	741504561	0.663668328	1117281825	375777264	0.336331672	NO	600																																					
443	Hymenoptera	Figitidae	Leptopilina	301	22	GCA_010016045.1	short	short	404860936	8.61	9822	3.99	95.8	0.6	96.4	0.964	2	1.6	100	5508504	0.0136	94505	0.0002	7359494	0.0181	23521361	0.0581	14939651	0.037	2049326	0.005	153863593	0.38	0.742096264	207336434	0.512117657	404860936	197524502	0.487882343	YES	22																																					
444	Hymenoptera	Figitidae	Leptopilina	235	20	GCA_001855655.1	long	pacbio	255343917	8.41	8276	3.92	91.9	0.7	92.6	0.926	3.6	3.8	100	5177345	0.0203	71512	0.0003	6498789	0.0255	15806010	0.0619	10358333	0.0406	4001872	0.0156	50097116	0.1961	0.544468906	92010977	0.36034137	255343917	163332940	0.63965863	YES	20																																					
445	Hymenoptera	Figitidae	Leptopilina	293	44	GCA_011634795.1	long	pacbio	375718377	8.57	185141	5.27	92.8	2.7	95.5	0.955	1.3	3.2	100	6623321	0.0177	731809	0.0019	15107744	0.0402	35543987	0.0946	14469402	0.0384	4846879	0.0129	109638693	0.2918	0.586422855	186961835	0.497611633	375718377	188756542	0.502388367	YES	44																																					
446	Hymenoptera	Figitidae	Ganaspis	310	0	GCA_009823575.1	short	short	821362844	8.91	4255	3.63	68.4	0.7	69.1	0.691	22.8	8.1	100	24892701	0.0303	258937	0.0003	21224712	0.0259	58751137	0.0715	17899130	0.0217	9593855	0.0117	414820207	0.5051	0.757744579	547440679	0.666502853	821362844	273922165	0.333497147	NO	600																																					
447	Hymenoptera	Braconidae	Aphidius	163	6	GCA_014905175.1	long	oxford	156944493	8.2	3929594	6.59	96	2.7	98.7	0.987	0.1	1.2	100	588012	0.0038	142868	0.0009	3115335	0.0199	6914341	0.0441	11203288	0.0714	1365720	0.0087	31182988	0.1987	0.572033171	54512552	0.347336507	156944493	102431941	0.652663493	YES	6																																					
448	Hymenoptera	Braconidae	Aphidius	158	5	GCA_011426455.1	long	pacbio	138951524	8.14	25199	4.4	95	2.5	97.5	0.975	0.4	2.1	100	719128	0.0052	80991	0.0006	1380710	0.0099	2118384	0.0152	10837755	0.0778	521865	0.0037	16512394	0.1188	0.513265907	32171227	0.231528421	138951524	106780297	0.768471579	YES	5																																					
449	Hymenoptera	Braconidae	Lysiphlebus	159	15	GCA_011426435.1	long	pacbio	140705580	8.15	216143	5.33	88.2	9.3	97.5	0.975	0.2	2.3	100	1122959	0.008	54703	0.0004	1460294	0.0103	5428972	0.0386	13977012	0.0993	2322031	0.0164	24707421	0.1756	0.503478973	49073392	0.348766495	140705580	91632188	0.651233505	YES	15																																					
450	Hymenoptera	Braconidae	Diachasma	296	28	GCA_001412515.3	short	short	384371871	8.58	45480	4.66	98	0.3	98.3	0.983	0.6	1.1	100	13827031	0.036	2358890	0.0061	22472356	0.0584	33171754	0.0863	3862358	0.0099	10426251	0.027	124526119	0.324	0.591166472	210644759	0.548023346	384371871	173727112	0.451976654	YES	28																																					
451	Hymenoptera	Braconidae	Fopius	162	8	GCA_000806365.1	short	short	153631861	8.19	51867	4.71	96.6	0.1	96.7	0.967	1.3	2	100	2099712	0.0136	277051	0.0018	4190416	0.0273	4275944	0.0278	1866938	0.0121	1108519	0.0071	18569491	0.1208	0.573343531	32388071	0.210816108	153631861	121243790	0.789183892	YES	8																																					
452	Hymenoptera	Braconidae	Microplitis	213	12	GCA_000572035.2	short	short	241190213	8.38	14116	4.15	98.2	1.2	99.4	0.994	0.2	0.4	100	2533353	0.0105	594625	0.0025	7210129	0.0299	15198406	0.063	9898340	0.041	2042374	0.0085	52964624	0.2196	0.585620743	90441851	0.37498143	241190213	150748362	0.62501857	YES	12																																					
453	Hymenoptera	Braconidae	Cotesia	173	12	GCA_000956155.1	short	short	186103588	8.27	46055	4.66	87	5.6	92.6	0.926	2.8	4.6	100	2532247	0.0136	102642	0.0005	2966858	0.0159	7386685	0.0397	8263520	0.0443	2020899	0.0109	35252496	0.1895	0.602345784	58525347	0.314477263	186103588	127578241	0.685522737	YES	12																																					
454	Hymenoptera	Braconidae	Chelonus	157	10	GCA_013357705.1	long	pacbio	135730493	8.13	1162728	6.07	98.8	0.4	99.2	0.992	0.2	0.6	100	1921623	0.0141	165970	0.0012	4831464	0.0356	5995102	0.0442	3239122	0.024	1146342	0.0084	10787901	0.0795	0.384081594	28087524	0.20693599	135730493	107642969	0.79306401	YES	10																																					
455	Hymenoptera	Braconidae	Macrocentrus	156	9	GCA_002156465.1	short	short	127916415	8.11	65089	4.81	97	1.8	98.8	0.988	0.3	0.9	100	589630	0.0046	20469	0.0001	1731469	0.0136	4151061	0.0325	2253384	0.0176	681472	0.0053	17496292	0.1368	0.649845376	26923777	0.210479453	127916415	100992638	0.789520547	YES	9																																					
456	Hymenoptera	Ichneumonidae	Campoletis	233	11	GCA_013761285.1	short	short	256042896	8.41	72938	4.86	94.8	4.1	98.9	0.989	0.4	0.7	100	2833898	0.011	89529	0.0003	6500163	0.0254	8239396	0.0322	9831251	0.0384	1254831	0.0049	21833829	0.0852	0.431644494	50582897	0.197556338	256042896	205459999	0.802443662	YES	11																																					
457	Hymenoptera	Diprionidae	Neodiprion	212	11	GCA_001263575.2	short	short	239776993	8.38	87373	4.94	98.8	0.4	99.2	0.992	0.3	0.5	100	1555528	0.0065	2980	0	2617425	0.0109	11232833	0.0468	5974235	0.025	1292265	0.0054	25887746	0.108	0.533075378	48563012	0.202534077	239776993	191213981	0.797465923	YES	11																																					
458	Hymenoptera	Diprionidae	Neodiprion	242	5	GCA_004916985.1	short	short	269775091	8.43	15816	4.2	97.5	0.4	97.9	0.979	0.9	1.2	100	1330136	0.0049	8720	0	2381425	0.0088	9755058	0.0362	5252301	0.0195	872670	0.0032	24859236	0.0922	0.559142822	44459546	0.164802265	269775091	225315545	0.835197735	YES	5																																					
459	Hymenoptera	Tenthredinidae	Athalia	161	2	GCA_000344095.2	short	short	155841210	8.19	571016	5.76	99.5	0.2	99.7	0.997	0	0.3	100	202050	0.0013	3214	0	2404666	0.0154	897694	0.0057	5909172	0.0378	148482	0.0009	3427159	0.022	0.263781075	12992437	0.083369713	155841210	142848773	0.916630287	YES	2																																					
460	Phthiraptera	Pediculidae	Pediculus	15	3	GCA_000006295.1	none	none	110781312	8.04	34097	4.53	96.9	0.1	97	0.97	1	2	100	1080229	0.0097	59109	0.0005	111233	0.001	341450	0.0031	19756183	0.1784	361356	0.0032	5234712	0.0473	0.194279215	26944272	0.243220373	110781312	83837040	0.756779627	YES	3																																					
461	Hemiptera	Aphididae	Aphis	329	4	GCA_009928515.1	long	pacbio	303155567	8.48	1999963	6.3	92	3.4	95.4	0.954	0.8	3.8	100	2442939	0.008	2344	0	1889636	0.0063	19157851	0.0632	15150069	0.05	1322057	0.0043	18930535	0.0624	0.321426207	58895431	0.194274615	303155567	244260136	0.805725385	YES	4																																					
462	Hemiptera	Aphididae	Aphis	327	6	GCA_004010815.1	short	short	294262857	8.47	77071	4.89	88.8	4.1	92.9	0.929	2.3	4.8	100	1772748	0.006	1767	0	723867	0.0024	12845766	0.0437	14663106	0.0498	604694	0.002	13399427	0.0456	0.304453724	44011375	0.149564833	294262857	250251482	0.850435167	YES	6																																					
463	Hemiptera	Aphididae	Aphis	331	7	GCA_009835225.1	short	short	318873360	8.5	32785	4.52	92.2	2.7	94.9	0.949	1.7	3.4	100	3038396	0.0095	37725	0.0001	1624027	0.0051	19915319	0.0625	16317558	0.0512	1081944	0.0034	25548445	0.0801	0.378140231	67563414	0.211881651	318873360	251309946	0.788118349	YES	7																																					
464	Hemiptera	Aphididae	Rhopalosiphum	333	10	GCA_003676215.3	long	pacbio	326023155	8.51	9046396	6.96	94.9	2.2	97.1	0.971	0.7	2.2	100	3025353	0.0092	851	0	1326982	0.0041	24190325	0.0742	15196907	0.0467	748124	0.0023	30889537	0.0947	0.409794696	75378079	0.231204679	326023155	250645076	0.768795321	YES	10																																					
465	Hemiptera	Aphididae	Schizaphis	340	20	GCA_003264975.1	short	short	385164702	8.59	54539	4.74	91.4	3.2	94.6	0.946	1.6	3.8	100	6025803	0.0156	27851	0.0001	7035615	0.0183	37470762	0.0973	16541749	0.043	1668540	0.0042	36005802	0.0935	0.34364511	104776122	0.271981652	385232317	280456195	0.728018348	YES	20																																					
466	Hemiptera	Aphididae	Melanaphis	330	5	GCA_002803265.2	short	short	300271876	8.48	275006	5.44	95.2	1.6	96.8	0.968	0.6	2.6	100	3681236	0.0123	2187	0	1091385	0.0036	19635962	0.0653	15494117	0.0515	896431	0.0029	13532563	0.0451	0.249063066	54333881	0.18093966	300287294	245953413	0.81906034	YES	5																																					
467	Hemiptera	Aphididae	Myzus	336	9	GCA_001856785.1	short	short	347296088	8.54	218922	5.34	93.5	2.8	96.3	0.963	0.8	2.9	100	6256020	0.018	7631	0	2068729	0.0059	30350145	0.0874	12789822	0.0369	1730457	0.005	27712485	0.0798	0.342487623	80915289	0.232986468	347296088	266380799	0.767013532	YES	9																																					
468	Hemiptera	Aphididae	Aulacorthum	332	0	GCA_008528875.1	short	short	316098029	8.5	5312	3.73	82.3	1.4	83.7	0.837	8.6	7.7	100	3185709	0.0101	2518	0	784667	0.0025	21055301	0.0666	12093204	0.0383	1164668	0.0037	21590111	0.0683	0.360579311	59876178	0.189422814	316098029	256221851	0.810577186	NO	600																																					
469	Hemiptera	Aphididae	Diuraphis	343	0	GCA_001186385.1	short	short	395057805	8.6	13141	4.12	87.4	2	89.4	0.894	4.5	6.1	100	6411894	0.0163	37368	0.0001	1767051	0.0045	23217081	0.0588	12519071	0.0317	1761007	0.0045	21680715	0.0549	0.321700075	67394187	0.17059323	395057805	327663618	0.82940677	NO	600																																					
470	Hemiptera	Aphididae	Acyrthosiphon	348	43	GCA_005508785.1	short	short	541120603	8.73	25858	4.41	93.3	3.2	96.5	0.965	0.7	2.8	100	10726489	0.0198	19530	0	5899970	0.0109	66070419	0.1221	17144655	0.0317	4423121	0.0081	87876319	0.1624	0.457306874	192160503	0.35511585	541120603	348960100	0.64488415	YES	43																																					
471	Hemiptera	Aphididae	Sitobion	342	22	GCA_008086715.1	long	pacbio	397852643	8.6	1613763	6.21	88.9	3.7	92.6	0.926	0.8	6.6	100	6949456	0.0175	27273	0.0001	5054328	0.0127	48554937	0.1221	13801283	0.0347	4695207	0.0118	56007221	0.1408	0.414592814	135089705	0.339547085	397852643	262762938	0.660452915	YES	22																																					
472	Hemiptera	Aphididae	Pentalonia	339	12	GCA_014851325.1	short	short	375222927	8.57	64073	4.81	94.5	1.8	96.3	0.963	0.9	2.8	100	12607213	0.0336	2049	0	3174507	0.0085	44281255	0.118	14572139	0.0389	4392635	0.0117	44674567	0.1191	0.361139779	123704365	0.32968232	375222927	251518562	0.67031768	YES	12																																					
473	Hemiptera	Aphididae	Sipha	338	19	GCA_003268045.1	short	short	353179758	8.55	163055	5.21	92.9	1	93.9	0.939	0.6	5.5	100	13395650	0.0379	2109	0	1989887	0.0057	42775054	0.1211	12403982	0.035	4189239	0.0118	34160380	0.0967	0.313638819	108916301	0.308380638	353187871	244271570	0.691619362	YES	19																																					
474	Hemiptera	Pemphigidae	Eriosoma	334	18	GCA_013282895.1	short	short	334868328	8.52	157895	5.2	95	1.8	96.8	0.968	0.5	2.7	100	6836927	0.0205	1081	0	5048965	0.0151	31090147	0.0928	16013771	0.0478	585384	0.0017	45630567	0.1363	0.433722428	105206842	0.314173761	334868328	229661486	0.685826239	YES	18																																					
475	Hemiptera	Lachnidae	Cinara	341	13	GCA_902439185.1	none	none	396042769	8.6	282647	5.45	95.1	1.9	97	0.97	0.7	2.3	100	10589463	0.0268	34156	0.0001	906134	0.0023	44742989	0.113	13428293	0.0339	4447901	0.0112	73629022	0.1859	0.498240895	147777958	0.373136362	396042769	248264811	0.626863638	YES	13																																					
476	Hemiptera	Pseudococcidae	Ferrisia	328	7	GCA_900060175.1	none	none	304570832	8.48	24304	4.39	92.9	1.3	94.2	0.942	2	3.8	100	8257260	0.0271	1365	0	2302025	0.0075	8234328	0.0271	6857164	0.0225	731484	0.0024	103111149	0.3386	0.796257216	129494775	0.425171295	304570832	175076057	0.574828705	YES	7																																					
477	Hemiptera	Pseudococcidae	Pseudococcus	325	10	GCA_900064475.1	none	none	284990201	8.45	9727	3.99	90.3	1.2	91.5	0.915	4.1	4.4	100	733245	0.0026	1965	0	2763947	0.0097	16901170	0.0593	5324495	0.0186	1129115	0.004	82605192	0.2898	0.754666995	109459129	0.384080325	284990201	175531072	0.615919675	YES	10																																					
478	Hemiptera	Pseudococcidae	Paracoccus	323	12	GCA_900065295.1	none	none	191208351	8.28	6250	3.8	92.3	1.4	93.7	0.937	2.4	3.9	100	411582	0.0021	2118	0	1121645	0.0059	7841009	0.041	3202096	0.0168	1487054	0.0077	31694250	0.1658	0.692622823	45759754	0.239318805	191208351	145448597	0.760681195	YES	12																																					
479	Hemiptera	Pseudococcidae	Trionymus	324	0	GCA_900050545.1	none	none	237582517	8.38	4604	3.66	87.9	0.8	88.7	0.887	5.4	5.9	100	4270917	0.0179	10892	0	2320609	0.0097	18273680	0.077	5503402	0.0231	1229771	0.0051	34705174	0.1461	0.523342599	66314445	0.279121738	237582517	171268072	0.720878262	NO	600																																					
480	Hemiptera	Pseudococcidae	Maconellicoccus	322	6	GCA_003261595.1	long	pacbio	189239095	8.28	50278	4.7	90.4	5.1	95.5	0.955	1.1	3.4	100	533784	0.0028	1750	0	1080460	0.0057	5434169	0.0287	5061516	0.0268	274326	0.0015	23772064	0.1256	0.657448383	36158069	0.19107082	189239095	153081026	0.80892918	YES	6																																					
481	Hemiptera	Pseudococcidae	Phenacoccus	326	46	GCA_009761765.1	long	pacbio	292537731	8.47	489811	5.69	90.9	4	94.9	0.949	1.3	3.8	100	6300079	0.0215	1745	0	5442588	0.0186	10438347	0.0357	3769171	0.0129	1653044	0.0056	89053223	0.3044	0.763368758	116658197	0.398780002	292537731	175879534	0.601219998	YES	46																																					
482	Hemiptera	Coccidae	Ericerus	351	0	GCA_011428145.1	short	short	654859808	8.82	410234	5.61	82.7	4.2	86.9	0.869	1.3	11.8	100	3821107	0.0058	2027766	0.0031	121078974	0.1849	29240757	0.0446	9280654	0.0141	2778603	0.0042	212738226	0.3248	0.558417752	380966087	0.581752128	654859808	273893721	0.418247872	NO	600																																					
483	Hemiptera	Aphalaridae	Pachypsylla	344	0	GCA_012654025.1	short	short	481970414	8.68	17590	4.25	88.4	0.7	89.1	0.891	4.9	6	100	25156359	0.0522	8493215	0.0176	2507847	0.0052	35340170	0.0733	8204702	0.017	34257838	0.071	124633857	0.2586	0.522367969	238593988	0.49503866	481970414	243376426	0.50496134	NO	600																																					
484	Hemiptera	Liviidae	Diaphorina	345	0	GCA_000475195.1	long	pacbio	485705082	8.69	34407	4.54	81.4	4.5	85.9	0.859	6.9	7.2	100	7059411	0.0145	22136192	0.0456	3387244	0.007	7036477	0.0145	22321326	0.0459	12127973	0.025	68124853	0.1403	0.479099709	142193476	0.292756822	485705082	343511606	0.707243178	NO	600																																					
485	Hemiptera	Aleyrodidae	Bemisia	349	92	GCA_001854935.1	long	pacbio	615001830	8.79	84501	4.93	95.8	1.8	97.6	0.976	0.7	1.7	100	9613833	0.0156	805965	0.0013	13606814	0.0221	139027677	0.226	5281528	0.0085	11664320	0.0189	113992906	0.1853	0.387740148	293993043	0.478036046	615001830	321008787	0.521963954	YES	92																																					
486	Hemiptera	Aleyrodidae	Trialeurodes	353	167	GCA_011764245.1	long	pacbio	787484423	8.9	499458	5.7	92.1	2	94.1	0.941	0.9	5	100	9076678	0.0116	2482754	0.0032	14243066	0.0181	92632492	0.1176	18355831	0.0233	3519797	0.0044	329574505	0.4185	0.701393785	469885123	0.596691324	787484423	317599300	0.403308676	YES	167																																					
487	Hemiptera	Cimicidae	Cimex	346	64	GCA_000648675.3	short	short	510833625	8.71	552423	5.74	98.2	1.2	99.4	0.994	0.3	0.3	100	91024994	0.1782	7887118	0.0154	8365615	0.0164	36235229	0.0709	9476000	0.0185	28199361	0.0551	69012322	0.1351	0.275827921	250200639	0.489788899	510833625	260632986	0.510211101	YES	64																																					
488	Hemiptera	Anthocoridae	Orius	335	0	GCA_014119065.1	long	pacbio	328990643	8.52	102366	5.01	63.2	22.8	86	0.86	4	10	100	9312669	0.0283	610221	0.0018	8510933	0.0259	28897827	0.0879	3996864	0.0121	11274218	0.0343	65714442	0.1997	0.512125072	128317174	0.390032898	328990643	200673469	0.609967102	NO	600																																					
